row_id,date,num_sold,Finland,Norway,Sweden,KaggleMart,KaggleRama,Kaggle Hat,Kaggle Mug,Kaggle Sticker
127,2015-01-08,355,1,0,0,1,0,1,0,0
128,2015-01-08,93,1,0,0,1,0,0,0,1
129,2015-01-08,353,1,0,0,0,1,0,1,0
130,2015-01-08,581,1,0,0,0,1,1,0,0
131,2015-01-08,163,1,0,0,0,1,0,0,1
132,2015-01-08,361,0,1,0,1,0,0,1,0
133,2015-01-08,574,0,1,0,1,0,1,0,0
134,2015-01-08,163,0,1,0,1,0,0,0,1
135,2015-01-08,538,0,1,0,0,1,0,1,0
136,2015-01-08,1004,0,1,0,0,1,1,0,0
137,2015-01-08,263,0,1,0,0,1,0,0,1
138,2015-01-08,259,0,0,1,1,0,0,1,0
139,2015-01-08,402,0,0,1,1,0,1,0,0
140,2015-01-08,121,0,0,1,1,0,0,0,1
141,2015-01-08,493,0,0,1,0,1,0,1,0
142,2015-01-08,723,0,0,1,0,1,1,0,0
143,2015-01-08,202,0,0,1,0,1,0,0,1
144,2015-01-09,223,1,0,0,1,0,0,1,0
145,2015-01-09,344,1,0,0,1,0,1,0,0
146,2015-01-09,101,1,0,0,1,0,0,0,1
147,2015-01-09,386,1,0,0,0,1,0,1,0
148,2015-01-09,634,1,0,0,0,1,1,0,0
149,2015-01-09,165,1,0,0,0,1,0,0,1
150,2015-01-09,338,0,1,0,1,0,0,1,0
151,2015-01-09,566,0,1,0,1,0,1,0,0
152,2015-01-09,153,0,1,0,1,0,0,0,1
153,2015-01-09,605,0,1,0,0,1,0,1,0
154,2015-01-09,1053,0,1,0,0,1,1,0,0
155,2015-01-09,258,0,1,0,0,1,0,0,1
156,2015-01-09,268,0,0,1,1,0,0,1,0
157,2015-01-09,422,0,0,1,1,0,1,0,0
158,2015-01-09,121,0,0,1,1,0,0,0,1
159,2015-01-09,479,0,0,1,0,1,0,1,0
160,2015-01-09,731,0,0,1,0,1,1,0,0
161,2015-01-09,194,0,0,1,0,1,0,0,1
162,2015-01-10,280,1,0,0,1,0,0,1,0
163,2015-01-10,456,1,0,0,1,0,1,0,0
164,2015-01-10,126,1,0,0,1,0,0,0,1
165,2015-01-10,469,1,0,0,0,1,0,1,0
166,2015-01-10,703,1,0,0,0,1,1,0,0
167,2015-01-10,198,1,0,0,0,1,0,0,1
168,2015-01-10,433,0,1,0,1,0,0,1,0
169,2015-01-10,512,0,1,0,1,0,1,0,0
170,2015-01-10,172,0,1,0,1,0,0,0,1
171,2015-01-10,602,0,1,0,0,1,0,1,0
172,2015-01-10,1122,0,1,0,0,1,1,0,0
173,2015-01-10,326,0,1,0,0,1,0,0,1
174,2015-01-10,332,0,0,1,1,0,0,1,0
175,2015-01-10,547,0,0,1,1,0,1,0,0
176,2015-01-10,137,0,0,1,1,0,0,0,1
177,2015-01-10,536,0,0,1,0,1,0,1,0
178,2015-01-10,955,0,0,1,0,1,1,0,0
179,2015-01-10,254,0,0,1,0,1,0,0,1
180,2015-01-11,231,1,0,0,1,0,0,1,0
181,2015-01-11,447,1,0,0,1,0,1,0,0
182,2015-01-11,114,1,0,0,1,0,0,0,1
183,2015-01-11,454,1,0,0,0,1,0,1,0
184,2015-01-11,676,1,0,0,0,1,1,0,0
185,2015-01-11,205,1,0,0,0,1,0,0,1
186,2015-01-11,387,0,1,0,1,0,0,1,0
187,2015-01-11,679,0,1,0,1,0,1,0,0
188,2015-01-11,170,0,1,0,1,0,0,0,1
189,2015-01-11,717,0,1,0,0,1,0,1,0
190,2015-01-11,1109,0,1,0,0,1,1,0,0
191,2015-01-11,301,0,1,0,0,1,0,0,1
192,2015-01-11,354,0,0,1,1,0,0,1,0
193,2015-01-11,531,0,0,1,1,0,1,0,0
194,2015-01-11,142,0,0,1,1,0,0,0,1
195,2015-01-11,538,0,0,1,0,1,0,1,0
196,2015-01-11,882,0,0,1,0,1,1,0,0
197,2015-01-11,243,0,0,1,0,1,0,0,1
198,2015-01-12,197,1,0,0,1,0,0,1,0
199,2015-01-12,324,1,0,0,1,0,1,0,0
200,2015-01-12,84,1,0,0,1,0,0,0,1
201,2015-01-12,354,1,0,0,0,1,0,1,0
202,2015-01-12,560,1,0,0,0,1,1,0,0
203,2015-01-12,151,1,0,0,0,1,0,0,1
204,2015-01-12,323,0,1,0,1,0,0,1,0
205,2015-01-12,510,0,1,0,1,0,1,0,0
206,2015-01-12,147,0,1,0,1,0,0,0,1
207,2015-01-12,534,0,1,0,0,1,0,1,0
208,2015-01-12,885,0,1,0,0,1,1,0,0
209,2015-01-12,265,0,1,0,0,1,0,0,1
210,2015-01-12,245,0,0,1,1,0,0,1,0
211,2015-01-12,360,0,0,1,1,0,1,0,0
212,2015-01-12,118,0,0,1,1,0,0,0,1
213,2015-01-12,456,0,0,1,0,1,0,1,0
214,2015-01-12,642,0,0,1,0,1,1,0,0
215,2015-01-12,168,0,0,1,0,1,0,0,1
216,2015-01-13,186,1,0,0,1,0,0,1,0
217,2015-01-13,318,1,0,0,1,0,1,0,0
218,2015-01-13,84,1,0,0,1,0,0,0,1
219,2015-01-13,354,1,0,0,0,1,0,1,0
220,2015-01-13,580,1,0,0,0,1,1,0,0
221,2015-01-13,149,1,0,0,0,1,0,0,1
222,2015-01-13,311,0,1,0,1,0,0,1,0
223,2015-01-13,522,0,1,0,1,0,1,0,0
224,2015-01-13,140,0,1,0,1,0,0,0,1
225,2015-01-13,534,0,1,0,0,1,0,1,0
226,2015-01-13,939,0,1,0,0,1,1,0,0
227,2015-01-13,231,0,1,0,0,1,0,0,1
228,2015-01-13,221,0,0,1,1,0,0,1,0
229,2015-01-13,355,0,0,1,1,0,1,0,0
230,2015-01-13,101,0,0,1,1,0,0,0,1
231,2015-01-13,409,0,0,1,0,1,0,1,0
232,2015-01-13,653,0,0,1,0,1,1,0,0
233,2015-01-13,173,0,0,1,0,1,0,0,1
234,2015-01-14,187,1,0,0,1,0,0,1,0
235,2015-01-14,324,1,0,0,1,0,1,0,0
236,2015-01-14,86,1,0,0,1,0,0,0,1
237,2015-01-14,337,1,0,0,0,1,0,1,0
238,2015-01-14,547,1,0,0,0,1,1,0,0
239,2015-01-14,142,1,0,0,0,1,0,0,1
240,2015-01-14,325,0,1,0,1,0,0,1,0
241,2015-01-14,495,0,1,0,1,0,1,0,0
242,2015-01-14,144,0,1,0,1,0,0,0,1
243,2015-01-14,545,0,1,0,0,1,0,1,0
244,2015-01-14,946,0,1,0,0,1,1,0,0
245,2015-01-14,247,0,1,0,0,1,0,0,1
246,2015-01-14,235,0,0,1,1,0,0,1,0
247,2015-01-14,339,0,0,1,1,0,1,0,0
248,2015-01-14,102,0,0,1,1,0,0,0,1
249,2015-01-14,402,0,0,1,0,1,0,1,0
250,2015-01-14,649,0,0,1,0,1,1,0,0
251,2015-01-14,177,0,0,1,0,1,0,0,1
252,2015-01-15,184,1,0,0,1,0,0,1,0
253,2015-01-15,295,1,0,0,1,0,1,0,0
254,2015-01-15,77,1,0,0,1,0,0,0,1
255,2015-01-15,306,1,0,0,0,1,0,1,0
256,2015-01-15,569,1,0,0,0,1,1,0,0
257,2015-01-15,149,1,0,0,0,1,0,0,1
258,2015-01-15,316,0,1,0,1,0,0,1,0
259,2015-01-15,505,0,1,0,1,0,1,0,0
260,2015-01-15,135,0,1,0,1,0,0,0,1
261,2015-01-15,564,0,1,0,0,1,0,1,0
262,2015-01-15,972,0,1,0,0,1,1,0,0
263,2015-01-15,252,0,1,0,0,1,0,0,1
264,2015-01-15,220,0,0,1,1,0,0,1,0
265,2015-01-15,362,0,0,1,1,0,1,0,0
266,2015-01-15,94,0,0,1,1,0,0,0,1
267,2015-01-15,363,0,0,1,0,1,0,1,0
268,2015-01-15,593,0,0,1,0,1,1,0,0
269,2015-01-15,157,0,0,1,0,1,0,0,1
270,2015-01-16,196,1,0,0,1,0,0,1,0
271,2015-01-16,292,1,0,0,1,0,1,0,0
272,2015-01-16,89,1,0,0,1,0,0,0,1
273,2015-01-16,332,1,0,0,0,1,0,1,0
274,2015-01-16,474,1,0,0,0,1,1,0,0
275,2015-01-16,151,1,0,0,0,1,0,0,1
276,2015-01-16,347,0,1,0,1,0,0,1,0
277,2015-01-16,514,0,1,0,1,0,1,0,0
278,2015-01-16,171,0,1,0,1,0,0,0,1
279,2015-01-16,571,0,1,0,0,1,0,1,0
280,2015-01-16,1008,0,1,0,0,1,1,0,0
281,2015-01-16,253,0,1,0,0,1,0,0,1
282,2015-01-16,213,0,0,1,1,0,0,1,0
283,2015-01-16,376,0,0,1,1,0,1,0,0
284,2015-01-16,98,0,0,1,1,0,0,0,1
285,2015-01-16,396,0,0,1,0,1,0,1,0
286,2015-01-16,635,0,0,1,0,1,1,0,0
287,2015-01-16,180,0,0,1,0,1,0,0,1
288,2015-01-17,220,1,0,0,1,0,0,1,0
289,2015-01-17,427,1,0,0,1,0,1,0,0
290,2015-01-17,111,1,0,0,1,0,0,0,1
291,2015-01-17,406,1,0,0,0,1,0,1,0
292,2015-01-17,701,1,0,0,0,1,1,0,0
293,2015-01-17,176,1,0,0,0,1,0,0,1
294,2015-01-17,399,0,1,0,1,0,0,1,0
295,2015-01-17,671,0,1,0,1,0,1,0,0
296,2015-01-17,184,0,1,0,1,0,0,0,1
297,2015-01-17,712,0,1,0,0,1,0,1,0
298,2015-01-17,1109,0,1,0,0,1,1,0,0
299,2015-01-17,316,0,1,0,0,1,0,0,1
300,2015-01-17,254,0,0,1,1,0,0,1,0
301,2015-01-17,487,0,0,1,1,0,1,0,0
302,2015-01-17,123,0,0,1,1,0,0,0,1
303,2015-01-17,507,0,0,1,0,1,0,1,0
304,2015-01-17,781,0,0,1,0,1,1,0,0
305,2015-01-17,196,0,0,1,0,1,0,0,1
306,2015-01-18,233,1,0,0,1,0,0,1,0
307,2015-01-18,371,1,0,0,1,0,1,0,0
308,2015-01-18,104,1,0,0,1,0,0,0,1
309,2015-01-18,396,1,0,0,0,1,0,1,0
310,2015-01-18,617,1,0,0,0,1,1,0,0
311,2015-01-18,163,1,0,0,0,1,0,0,1
312,2015-01-18,411,0,1,0,1,0,0,1,0
313,2015-01-18,626,0,1,0,1,0,1,0,0
314,2015-01-18,161,0,1,0,1,0,0,0,1
315,2015-01-18,698,0,1,0,0,1,0,1,0
316,2015-01-18,1109,0,1,0,0,1,1,0,0
317,2015-01-18,299,0,1,0,0,1,0,0,1
318,2015-01-18,246,0,0,1,1,0,0,1,0
319,2015-01-18,443,0,0,1,1,0,1,0,0
320,2015-01-18,127,0,0,1,1,0,0,0,1
321,2015-01-18,485,0,0,1,0,1,0,1,0
322,2015-01-18,851,0,0,1,0,1,1,0,0
323,2015-01-18,214,0,0,1,0,1,0,0,1
324,2015-01-19,166,1,0,0,1,0,0,1,0
325,2015-01-19,288,1,0,0,1,0,1,0,0
326,2015-01-19,73,1,0,0,1,0,0,0,1
327,2015-01-19,343,1,0,0,0,1,0,1,0
328,2015-01-19,560,1,0,0,0,1,1,0,0
329,2015-01-19,158,1,0,0,0,1,0,0,1
330,2015-01-19,303,0,1,0,1,0,0,1,0
331,2015-01-19,545,0,1,0,1,0,1,0,0
332,2015-01-19,137,0,1,0,1,0,0,0,1
333,2015-01-19,527,0,1,0,0,1,0,1,0
334,2015-01-19,913,0,1,0,0,1,1,0,0
335,2015-01-19,244,0,1,0,0,1,0,0,1
336,2015-01-19,223,0,0,1,1,0,0,1,0
337,2015-01-19,375,0,0,1,1,0,1,0,0
338,2015-01-19,106,0,0,1,1,0,0,0,1
339,2015-01-19,369,0,0,1,0,1,0,1,0
340,2015-01-19,569,0,0,1,0,1,1,0,0
341,2015-01-19,148,0,0,1,0,1,0,0,1
342,2015-01-20,188,1,0,0,1,0,0,1,0
343,2015-01-20,309,1,0,0,1,0,1,0,0
344,2015-01-20,79,1,0,0,1,0,0,0,1
345,2015-01-20,326,1,0,0,0,1,0,1,0
346,2015-01-20,560,1,0,0,0,1,1,0,0
347,2015-01-20,140,1,0,0,0,1,0,0,1
348,2015-01-20,335,0,1,0,1,0,0,1,0
349,2015-01-20,538,0,1,0,1,0,1,0,0
350,2015-01-20,129,0,1,0,1,0,0,0,1
351,2015-01-20,533,0,1,0,0,1,0,1,0
352,2015-01-20,955,0,1,0,0,1,1,0,0
353,2015-01-20,249,0,1,0,0,1,0,0,1
354,2015-01-20,224,0,0,1,1,0,0,1,0
355,2015-01-20,350,0,0,1,1,0,1,0,0
356,2015-01-20,97,0,0,1,1,0,0,0,1
357,2015-01-20,382,0,0,1,0,1,0,1,0
358,2015-01-20,653,0,0,1,0,1,1,0,0
359,2015-01-20,167,0,0,1,0,1,0,0,1
360,2015-01-21,172,1,0,0,1,0,0,1,0
361,2015-01-21,320,1,0,0,1,0,1,0,0
362,2015-01-21,81,1,0,0,1,0,0,0,1
363,2015-01-21,318,1,0,0,0,1,0,1,0
364,2015-01-21,522,1,0,0,0,1,1,0,0
365,2015-01-21,138,1,0,0,0,1,0,0,1
366,2015-01-21,309,0,1,0,1,0,0,1,0
367,2015-01-21,555,0,1,0,1,0,1,0,0
368,2015-01-21,152,0,1,0,1,0,0,0,1
369,2015-01-21,596,0,1,0,0,1,0,1,0
370,2015-01-21,902,0,1,0,0,1,1,0,0
371,2015-01-21,256,0,1,0,0,1,0,0,1
372,2015-01-21,227,0,0,1,1,0,0,1,0
373,2015-01-21,343,0,0,1,1,0,1,0,0
374,2015-01-21,87,0,0,1,1,0,0,0,1
375,2015-01-21,366,0,0,1,0,1,0,1,0
376,2015-01-21,674,0,0,1,0,1,1,0,0
377,2015-01-21,157,0,0,1,0,1,0,0,1
378,2015-01-22,174,1,0,0,1,0,0,1,0
379,2015-01-22,301,1,0,0,1,0,1,0,0
380,2015-01-22,85,1,0,0,1,0,0,0,1
381,2015-01-22,333,1,0,0,0,1,0,1,0
382,2015-01-22,548,1,0,0,0,1,1,0,0
383,2015-01-22,147,1,0,0,0,1,0,0,1
384,2015-01-22,332,0,1,0,1,0,0,1,0
385,2015-01-22,494,0,1,0,1,0,1,0,0
386,2015-01-22,145,0,1,0,1,0,0,0,1
387,2015-01-22,467,0,1,0,0,1,0,1,0
388,2015-01-22,922,0,1,0,0,1,1,0,0
389,2015-01-22,249,0,1,0,0,1,0,0,1
390,2015-01-22,220,0,0,1,1,0,0,1,0
391,2015-01-22,353,0,0,1,1,0,1,0,0
392,2015-01-22,93,0,0,1,1,0,0,0,1
393,2015-01-22,382,0,0,1,0,1,0,1,0
394,2015-01-22,628,0,0,1,0,1,1,0,0
395,2015-01-22,177,0,0,1,0,1,0,0,1
396,2015-01-23,188,1,0,0,1,0,0,1,0
397,2015-01-23,343,1,0,0,1,0,1,0,0
398,2015-01-23,86,1,0,0,1,0,0,0,1
399,2015-01-23,350,1,0,0,0,1,0,1,0
400,2015-01-23,568,1,0,0,0,1,1,0,0
401,2015-01-23,157,1,0,0,0,1,0,0,1
402,2015-01-23,350,0,1,0,1,0,0,1,0
403,2015-01-23,564,0,1,0,1,0,1,0,0
404,2015-01-23,144,0,1,0,1,0,0,0,1
405,2015-01-23,539,0,1,0,0,1,0,1,0
406,2015-01-23,926,0,1,0,0,1,1,0,0
407,2015-01-23,244,0,1,0,0,1,0,0,1
408,2015-01-23,228,0,0,1,1,0,0,1,0
409,2015-01-23,412,0,0,1,1,0,1,0,0
410,2015-01-23,111,0,0,1,1,0,0,0,1
411,2015-01-23,388,0,0,1,0,1,0,1,0
412,2015-01-23,672,0,0,1,0,1,1,0,0
413,2015-01-23,183,0,0,1,0,1,0,0,1
414,2015-01-24,227,1,0,0,1,0,0,1,0
415,2015-01-24,369,1,0,0,1,0,1,0,0
416,2015-01-24,100,1,0,0,1,0,0,0,1
417,2015-01-24,388,1,0,0,0,1,0,1,0
418,2015-01-24,681,1,0,0,0,1,1,0,0
419,2015-01-24,175,1,0,0,0,1,0,0,1
420,2015-01-24,403,0,1,0,1,0,0,1,0
421,2015-01-24,677,0,1,0,1,0,1,0,0
422,2015-01-24,173,0,1,0,1,0,0,0,1
423,2015-01-24,650,0,1,0,0,1,0,1,0
424,2015-01-24,1011,0,1,0,0,1,1,0,0
425,2015-01-24,312,0,1,0,0,1,0,0,1
426,2015-01-24,294,0,0,1,1,0,0,1,0
427,2015-01-24,517,0,0,1,1,0,1,0,0
428,2015-01-24,126,0,0,1,1,0,0,0,1
429,2015-01-24,492,0,0,1,0,1,0,1,0
430,2015-01-24,808,0,0,1,0,1,1,0,0
431,2015-01-24,198,0,0,1,0,1,0,0,1
432,2015-01-25,238,1,0,0,1,0,0,1,0
433,2015-01-25,363,1,0,0,1,0,1,0,0
434,2015-01-25,105,1,0,0,1,0,0,0,1
435,2015-01-25,381,1,0,0,0,1,0,1,0
436,2015-01-25,627,1,0,0,0,1,1,0,0
437,2015-01-25,188,1,0,0,0,1,0,0,1
438,2015-01-25,391,0,1,0,1,0,0,1,0
439,2015-01-25,619,0,1,0,1,0,1,0,0
440,2015-01-25,180,0,1,0,1,0,0,0,1
441,2015-01-25,758,0,1,0,0,1,0,1,0
442,2015-01-25,1204,0,1,0,0,1,1,0,0
443,2015-01-25,279,0,1,0,0,1,0,0,1
444,2015-01-25,251,0,0,1,1,0,0,1,0
445,2015-01-25,502,0,0,1,1,0,1,0,0
446,2015-01-25,130,0,0,1,1,0,0,0,1
447,2015-01-25,520,0,0,1,0,1,0,1,0
448,2015-01-25,823,0,0,1,0,1,1,0,0
449,2015-01-25,215,0,0,1,0,1,0,0,1
450,2015-01-26,177,1,0,0,1,0,0,1,0
451,2015-01-26,302,1,0,0,1,0,1,0,0
452,2015-01-26,74,1,0,0,1,0,0,0,1
453,2015-01-26,328,1,0,0,0,1,0,1,0
454,2015-01-26,549,1,0,0,0,1,1,0,0
455,2015-01-26,133,1,0,0,0,1,0,0,1
456,2015-01-26,321,0,1,0,1,0,0,1,0
457,2015-01-26,531,0,1,0,1,0,1,0,0
458,2015-01-26,140,0,1,0,1,0,0,0,1
459,2015-01-26,579,0,1,0,0,1,0,1,0
460,2015-01-26,897,0,1,0,0,1,1,0,0
461,2015-01-26,233,0,1,0,0,1,0,0,1
462,2015-01-26,223,0,0,1,1,0,0,1,0
463,2015-01-26,345,0,0,1,1,0,1,0,0
464,2015-01-26,100,0,0,1,1,0,0,0,1
465,2015-01-26,402,0,0,1,0,1,0,1,0
466,2015-01-26,647,0,0,1,0,1,1,0,0
467,2015-01-26,153,0,0,1,0,1,0,0,1
468,2015-01-27,179,1,0,0,1,0,0,1,0
469,2015-01-27,296,1,0,0,1,0,1,0,0
470,2015-01-27,82,1,0,0,1,0,0,0,1
471,2015-01-27,323,1,0,0,0,1,0,1,0
472,2015-01-27,501,1,0,0,0,1,1,0,0
473,2015-01-27,144,1,0,0,0,1,0,0,1
474,2015-01-27,302,0,1,0,1,0,0,1,0
475,2015-01-27,544,0,1,0,1,0,1,0,0
476,2015-01-27,141,0,1,0,1,0,0,0,1
477,2015-01-27,541,0,1,0,0,1,0,1,0
478,2015-01-27,882,0,1,0,0,1,1,0,0
479,2015-01-27,238,0,1,0,0,1,0,0,1
480,2015-01-27,208,0,0,1,1,0,0,1,0
481,2015-01-27,356,0,0,1,1,0,1,0,0
482,2015-01-27,102,0,0,1,1,0,0,0,1
483,2015-01-27,391,0,0,1,0,1,0,1,0
484,2015-01-27,622,0,0,1,0,1,1,0,0
485,2015-01-27,172,0,0,1,0,1,0,0,1
486,2015-01-28,175,1,0,0,1,0,0,1,0
487,2015-01-28,313,1,0,0,1,0,1,0,0
488,2015-01-28,79,1,0,0,1,0,0,0,1
489,2015-01-28,287,1,0,0,0,1,0,1,0
490,2015-01-28,508,1,0,0,0,1,1,0,0
491,2015-01-28,133,1,0,0,0,1,0,0,1
492,2015-01-28,329,0,1,0,1,0,0,1,0
493,2015-01-28,553,0,1,0,1,0,1,0,0
494,2015-01-28,141,0,1,0,1,0,0,0,1
495,2015-01-28,575,0,1,0,0,1,0,1,0
496,2015-01-28,976,0,1,0,0,1,1,0,0
497,2015-01-28,248,0,1,0,0,1,0,0,1
498,2015-01-28,223,0,0,1,1,0,0,1,0
499,2015-01-28,375,0,0,1,1,0,1,0,0
500,2015-01-28,100,0,0,1,1,0,0,0,1
501,2015-01-28,417,0,0,1,0,1,0,1,0
502,2015-01-28,635,0,0,1,0,1,1,0,0
503,2015-01-28,172,0,0,1,0,1,0,0,1
504,2015-01-29,177,1,0,0,1,0,0,1,0
505,2015-01-29,307,1,0,0,1,0,1,0,0
506,2015-01-29,81,1,0,0,1,0,0,0,1
507,2015-01-29,319,1,0,0,0,1,0,1,0
508,2015-01-29,572,1,0,0,0,1,1,0,0
509,2015-01-29,139,1,0,0,0,1,0,0,1
510,2015-01-29,295,0,1,0,1,0,0,1,0
511,2015-01-29,542,0,1,0,1,0,1,0,0
